0.035897436,7.8,,0.28
0.027695351,10.11,,0.28
0.027083333,9.6,,0.26
0.05,5.5,,0.275
0.05,5.6,,0.28
0.036363636,7.7,,0.28
0.034177215,7.9,,0.27
0.041940299,6.7,,0.281
0.027,10,,0.27
0.031111111,9,,0.28
